datas,semana,casospositivos_acumulados,casospositivos,casosate1,casos1a4,casos5a9,casos10a19,casos20a29,casos30a39,casos40a49,casos50a59,casosacima60,casosate1_acumulados,casos1a4_acumulados,casos5a9_acumulados,casos10a19_acumulados,casos20a29_acumulados,casos30a39_acumulados,casos40a49_acumulados,casos50a59_acumulados,casosacima60_acumulados,casosmulheres,casoshomens,casosmulheres_acumulado,casoshomens_acumulado,obitosconfirmados,obitosconfirmados_acumulados,obitosate1,obitos1a4,obitos5a9,obitos10a19,obitos20a29,obitos30a39,obitos40a49,obitos50a59,obitosacima60,obitosate1_acumulados,obitos1a4_acumulados,obitos5a9_acumulados,obitos10a19_acumulados,obitos20a29_acumulados,obitos30a39_acumulados,obitos40a49_acumulados,obitos50a59_acumulados,obitosacima60_acumulados,obitosmulheres,obitoshomens,obitosmulheres_acumulado,obitoshomens_acumulado,vacinasrecebidas,vacina_1dose,vacina_2dose,vacinasrecebidas_acumulada,vacina_1dose_acumulada,vacina_2dose_acumulada
2020-06-24,26,4019,66,0,1,0,0,4,17,14,11,19,4,19,27,93,501,887,1007,650,828,32,34,2124,1895,5,236,0,0,0,0,0,0,0,1,4,0,0,0,0,1,6,21,33,175,2,3,95,141,0,0,0,0,0,0
2020-06-25,26,4067,48,0,0,1,0,8,12,13,11,3,4,19,28,93,509,899,1020,661,831,22,26,2146,1921,6,242,0,0,0,0,0,0,0,1,5,0,0,0,0,1,6,21,34,180,3,3,98,144,0,0,0,0,0,0
2020-06-26,26,4142,75,0,0,1,1,5,24,21,14,8,4,19,29,94,514,923,1041,675,839,35,40,2181,1961,4,246,0,0,0,0,0,0,0,0,4,0,0,0,0,1,6,21,34,184,4,0,102,144,0,0,0,0,0,0
2020-06-27,26,4186,44,0,0,1,2,8,7,16,6,4,4,19,30,96,522,930,1057,681,843,21,23,2202,1984,3,249,0,0,0,0,0,0,1,1,1,0,0,0,0,1,6,22,35,185,2,1,104,145,0,0,0,0,0,0
2020-06-28,27,4218,32,0,1,1,0,5,6,6,6,7,4,20,31,96,527,936,1063,687,850,13,19,2215,2003,5,254,0,0,0,0,0,0,1,1,3,0,0,0,0,1,6,23,36,188,2,3,106,148,0,0,0,0,0,0
2020-06-29,27,4289,71,0,0,1,1,16,15,15,13,10,4,20,32,97,543,951,1078,700,860,37,34,2252,2037,2,256,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,23,36,190,1,1,107,149,0,0,0,0,0,0
2020-06-30,27,4346,57,0,0,2,3,7,13,9,6,17,4,20,34,100,550,964,1087,706,877,35,22,2287,2059,2,258,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,24,36,191,0,2,107,151,0,0,0,0,0,0
2020-07-01,27,4400,54,0,0,0,2,9,7,8,14,14,4,20,34,102,559,971,1095,720,891,28,26,2315,2085,3,261,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,24,36,194,2,1,109,152,0,0,0,0,0,0
2020-07-02,27,4440,40,0,1,0,0,9,11,8,6,5,4,21,34,102,568,982,1103,726,896,24,16,2339,2101,1,262,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,24,36,195,0,1,109,153,0,0,0,0,0,0
2020-07-03,27,4508,68,0,0,0,4,11,12,11,14,16,4,21,34,106,579,994,1114,740,912,34,34,2373,2135,2,264,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,25,36,196,1,1,110,154,0,0,0,0,0,0
2020-07-04,27,4566,58,0,0,2,0,5,14,15,6,16,4,21,36,106,584,1008,1129,746,928,25,33,2398,2168,2,266,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,26,36,197,1,1,111,155,0,0,0,0,0,0
2020-07-05,28,4591,25,0,0,0,1,3,10,5,3,3,4,21,36,107,587,1018,1134,749,931,11,14,2409,2182,4,270,0,0,0,0,0,0,0,1,3,0,0,0,0,1,6,26,37,200,1,3,112,158,0,0,0,0,0,0
2020-07-06,28,4650,59,0,0,0,2,7,13,14,11,12,4,21,36,109,594,1031,1148,760,943,28,31,2437,2213,1,271,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,26,37,201,0,1,112,159,0,0,0,0,0,0
2020-07-07,28,4716,66,0,0,1,3,7,13,21,11,10,4,21,37,112,601,1044,1169,771,953,26,40,2463,2253,2,273,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,26,37,203,1,1,113,160,0,0,0,0,0,0
2020-07-08,28,4808,92,0,0,1,1,14,14,23,19,20,4,21,38,113,615,1058,1192,790,973,31,61,2494,2314,3,276,0,0,0,0,0,0,0,1,2,0,0,0,0,1,6,26,38,205,1,2,114,162,0,0,0,0,0,0
2020-07-09,28,4850,42,0,0,0,1,5,7,11,4,14,4,21,38,114,620,1065,1203,794,987,23,19,2517,2333,1,277,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,26,38,206,1,0,115,162,0,0,0,0,0,0
2020-07-10,28,4880,30,0,0,0,1,3,10,5,6,5,4,21,38,115,623,1075,1208,800,992,12,18,2529,2351,3,280,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,26,38,209,1,2,116,164,0,0,0,0,0,0
2020-07-11,28,4917,37,0,0,0,0,2,10,7,9,9,4,21,38,115,625,1085,1215,809,1001,13,24,2542,2375,4,284,0,0,0,0,0,0,0,1,3,0,0,0,0,1,6,26,39,212,2,2,118,166,0,0,0,0,0,0
2020-07-12,29,4935,18,0,0,0,1,1,3,4,5,4,4,21,38,116,626,1088,1219,814,1005,7,11,2549,2386,5,289,0,0,0,0,0,0,1,1,3,0,0,0,0,1,6,27,40,215,2,3,120,169,0,0,0,0,0,0
2020-07-13,29,4996,61,0,0,1,3,7,16,11,11,12,4,21,39,119,633,1104,1230,825,1017,33,28,2582,2414,4,293,0,0,0,0,0,0,1,1,2,0,0,0,0,1,6,28,41,217,2,2,122,171,0,0,0,0,0,0
2020-07-14,29,5048,52,0,0,0,0,9,16,11,2,14,4,21,39,119,642,1120,1241,827,1031,20,32,2602,2446,3,296,0,0,0,0,0,0,0,1,2,0,0,0,0,1,6,28,42,219,2,1,124,172,0,0,0,0,0,0
2020-07-15,29,5092,44,0,0,0,2,2,10,12,9,9,4,21,39,121,644,1130,1253,836,1040,25,19,2627,2465,1,297,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,28,42,220,0,1,124,173,0,0,0,0,0,0
2020-07-16,29,5148,56,0,1,1,0,11,8,8,6,21,4,22,40,121,655,1138,1261,842,1061,23,33,2650,2498,4,301,0,0,0,0,1,0,0,0,3,0,0,0,0,2,6,28,42,223,3,1,127,174,0,0,0,0,0,0
2020-07-17,29,5184,36,0,0,1,2,5,5,7,7,9,4,22,41,123,660,1143,1268,849,1070,14,22,2664,2520,3,304,0,0,0,0,0,0,1,0,2,0,0,0,0,2,6,29,42,225,0,3,127,177,0,0,0,0,0,0
2020-07-18,29,5214,30,0,0,0,1,4,6,11,3,5,4,22,41,124,664,1149,1279,852,1075,13,17,2677,2537,4,308,0,0,0,0,0,0,1,0,3,0,0,0,0,2,6,30,42,228,2,2,129,179,0,0,0,0,0,0
2020-07-19,30,5231,17,0,0,0,0,2,3,2,2,8,4,22,41,124,666,1152,1281,854,1083,6,11,2683,2548,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,30,42,228,0,0,0,0,0,0,0,0,0,0
2020-07-20,30,5297,66,0,0,0,1,4,15,14,17,15,4,22,41,125,670,1167,1295,871,1098,35,31,2718,2579,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,30,42,228,0,0,0,0,0,0,0,0,0,0
2020-07-21,30,5385,88,0,0,0,1,15,21,23,11,17,4,22,41,126,685,1188,1318,882,1115,36,52,2754,2631,5,313,0,0,0,0,0,0,1,0,4,0,0,0,0,2,6,31,42,232,1,4,130,183,0,0,0,0,0,0
2020-07-22,30,5445,60,0,2,1,2,12,13,13,10,7,4,24,42,128,697,1201,1331,892,1122,31,29,2785,2660,2,315,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,31,42,234,1,1,131,184,0,0,0,0,0,0
2020-07-23,30,5493,48,0,0,2,1,4,14,6,9,12,4,24,44,129,701,1215,1337,901,1134,25,23,2810,2683,3,318,0,0,0,0,0,0,0,0,3,0,0,0,0,2,6,31,42,237,1,2,132,186,0,0,0,0,0,0
2020-07-24,30,5544,51,0,1,1,0,9,11,8,9,12,4,25,45,129,710,1226,1345,910,1146,27,24,2837,2707,2,320,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,31,42,239,0,2,132,188,0,0,0,0,0,0
2020-07-25,30,5567,23,0,1,0,1,4,4,9,2,2,4,26,45,130,714,1230,1354,912,1148,10,13,2847,2720,2,322,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6,31,43,240,1,1,133,189,0,0,0,0,0,0
2020-07-26,31,5583,16,0,0,0,0,2,5,3,3,3,4,26,45,130,716,1235,1357,915,1151,13,3,2860,2723,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,31,43,240,0,0,0,0,0,0,0,0,0,0
2020-07-27,31,5620,37,0,1,0,1,6,8,6,6,9,4,27,45,131,722,1243,1363,921,1160,22,15,2882,2738,1,323,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,31,43,241,1,0,134,189,0,0,0,0,0,0
2020-07-28,31,5649,29,0,0,1,0,3,3,6,9,7,4,27,46,131,725,1246,1369,930,1167,12,17,2894,2755,2,325,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,31,43,243,0,2,134,191,0,0,0,0,0,0
2020-07-29,31,5703,54,0,0,1,3,7,13,14,7,8,4,27,47,134,732,1259,1383,937,1175,22,32,2916,2787,1,326,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,31,43,244,0,1,134,192,0,0,0,0,0,0
2020-07-30,31,5739,36,0,0,1,0,5,9,7,7,7,4,27,48,134,737,1268,1390,944,1182,16,20,2932,2807,1,327,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,31,43,245,1,0,135,192,0,0,0,0,0,0
2020-07-31,31,5780,41,0,0,1,0,6,9,15,4,5,4,27,49,134,743,1277,1405,948,1187,19,22,2951,2829,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,31,43,245,0,0,0,0,0,0,0,0,0,0
2020-08-01,31,5802,22,0,0,0,0,1,5,5,7,4,4,27,49,134,744,1282,1410,955,1191,7,15,2958,2844,5,332,0,0,0,0,0,0,1,2,2,0,0,0,0,2,6,32,45,247,2,3,137,195,0,0,0,0,0,0
2020-08-02,32,5813,11,0,0,0,0,4,2,1,2,2,4,27,49,134,748,1284,1411,957,1193,9,2,2967,2846,2,334,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,32,45,249,2,0,139,195,0,0,0,0,0,0
2020-08-03,32,5831,18,0,1,2,1,1,5,5,2,1,4,28,51,135,749,1289,1416,959,1194,9,9,2976,2855,4,338,0,0,0,0,0,0,0,1,3,0,0,0,0,2,6,32,46,252,3,1,142,196,0,0,0,0,0,0
2020-08-04,32,5861,30,0,0,0,1,4,2,14,5,4,4,28,51,136,753,1291,1430,964,1198,19,11,2995,2866,2,340,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,32,46,254,0,2,142,198,0,0,0,0,0,0
2020-08-05,32,5911,50,0,0,0,0,9,11,12,11,7,4,28,51,136,762,1302,1442,975,1205,22,28,3017,2894,2,342,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,32,46,256,1,1,143,199,0,0,0,0,0,0
2020-08-06,32,5949,38,0,0,2,0,2,12,12,6,3,4,28,53,136,764,1314,1454,981,1208,17,21,3034,2915,2,344,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,32,46,258,1,1,144,200,0,0,0,0,0,0
2020-08-07,32,6000,51,0,0,3,6,7,5,13,9,6,4,28,56,142,771,1319,1467,990,1214,20,31,3054,2946,1,345,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,32,46,259,0,1,144,201,0,0,0,0,0,0
2020-08-08,32,6017,17,0,0,0,1,3,1,6,1,5,4,28,56,143,774,1320,1473,991,1219,6,11,3060,2957,1,346,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,32,46,260,0,1,144,202,0,0,0,0,0,0
2020-08-09,33,6030,13,0,0,0,0,1,2,3,1,6,4,28,56,143,775,1322,1476,992,1225,7,6,3067,2963,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,32,46,260,0,0,0,0,0,0,0,0,0,0
2020-08-10,33,6070,40,0,0,1,1,8,10,10,5,5,4,28,57,144,783,1332,1486,997,1230,23,17,3090,2980,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,32,46,260,0,0,0,0,0,0,0,0,0,0
2020-08-11,33,6104,34,0,0,0,0,7,8,6,6,7,4,28,57,144,790,1340,1492,1003,1237,19,15,3109,2995,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,32,46,260,0,0,0,0,0,0,0,0,0,0
2020-08-12,33,6131,27,0,1,0,1,2,4,8,2,7,4,29,57,145,792,1344,1500,1005,1244,11,16,3120,3011,1,347,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,32,47,260,1,0,145,202,0,0,0,0,0,0
2020-08-13,33,6176,45,0,0,1,1,6,12,11,6,7,4,29,58,146,798,1356,1511,1011,1251,23,22,3143,3033,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,32,47,260,0,0,0,0,0,0,0,0,0,0
2020-08-14,33,6211,35,0,0,0,2,3,8,10,5,7,4,29,58,148,801,1364,1521,1016,1258,16,19,3159,3052,1,348,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,32,47,260,0,1,145,203,0,0,0,0,0,0
2020-08-15,33,6245,34,0,0,0,1,7,5,8,5,8,4,29,58,149,808,1369,1529,1021,1266,23,11,3182,3063,3,351,0,0,0,0,0,0,0,0,3,0,0,0,0,2,7,32,47,263,2,1,147,204,0,0,0,0,0,0
2020-08-16,34,6270,25,0,0,0,0,5,4,5,8,3,4,29,58,149,813,1373,1534,1029,1269,12,13,3194,3076,4,355,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,32,47,267,2,2,149,206,0,0,0,0,0,0
2020-08-17,34,6323,53,0,0,0,2,4,16,14,5,12,4,29,58,151,817,1389,1548,1034,1281,34,19,3228,3095,1,356,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,32,47,268,1,0,150,206,0,0,0,0,0,0
2020-08-18,34,6346,23,0,0,0,0,4,6,3,4,3,4,29,58,151,821,1395,1551,1038,1284,7,16,3235,3111,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,32,47,268,0,0,0,0,0,0,0,0,0,0
2020-08-19,34,6375,29,0,0,1,1,5,7,8,2,5,4,29,59,152,826,1402,1559,1040,1289,12,17,3247,3128,1,357,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,32,47,269,0,1,150,207,0,0,0,0,0,0
2020-08-20,34,6397,22,0,0,0,0,1,6,4,4,7,4,29,59,152,827,1408,1563,1044,1296,8,14,3255,3142,2,359,0,0,0,0,0,0,0,1,1,0,0,0,0,2,7,32,48,270,1,1,151,208,0,0,0,0,0,0
2020-08-21,34,6437,40,0,0,0,1,6,6,9,6,10,4,29,59,153,833,1414,1572,1050,1306,16,24,3271,3166,1,360,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,32,48,271,0,1,151,209,0,0,0,0,0,0
2020-08-22,34,6456,19,0,0,0,0,3,2,6,3,5,4,29,59,153,836,1416,1578,1053,1311,10,9,3281,3175,4,364,0,0,0,0,0,0,0,2,2,0,0,0,0,2,7,32,50,273,1,3,152,212,0,0,0,0,0,0
2020-08-23,35,6475,19,0,0,0,0,1,2,5,7,4,4,29,59,153,837,1418,1583,1060,1315,10,9,3291,3184,1,365,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,32,50,274,1,0,153,212,0,0,0,0,0,0
2020-08-24,35,6516,41,0,0,0,3,8,12,5,5,8,4,29,59,156,845,1430,1588,1065,1323,24,17,3315,3201,2,367,0,0,0,0,0,0,0,1,1,0,0,0,0,2,7,32,51,275,1,1,154,213,0,0,0,0,0,0
2020-08-25,35,6560,44,0,0,0,0,6,18,9,4,7,4,29,59,156,851,1448,1597,1069,1330,25,19,3340,3220,1,368,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,32,51,275,0,1,154,214,0,0,0,0,0,0
2020-08-26,35,6587,27,0,0,0,1,4,5,7,5,5,4,29,59,157,855,1453,1604,1074,1335,12,15,3352,3235,2,370,0,0,0,0,0,0,0,1,1,0,0,0,0,3,7,32,52,276,2,0,156,214,0,0,0,0,0,0
2020-08-27,35,6619,32,0,0,0,1,4,7,9,6,5,4,29,59,158,859,1460,1613,1080,1340,14,18,3366,3253,2,372,0,0,0,0,0,0,0,0,2,0,0,0,0,3,7,32,52,278,0,2,156,216,0,0,0,0,0,0
2020-08-28,35,6674,55,0,0,1,0,3,20,11,9,10,4,29,60,158,862,1480,1624,1089,1350,27,28,3393,3281,2,374,0,0,0,0,0,0,0,1,1,0,0,0,0,3,7,32,53,279,1,1,157,217,0,0,0,0,0,0
2020-08-29,35,6700,26,0,0,0,1,0,5,6,3,10,4,29,60,159,862,1485,1630,1092,1360,11,15,3404,3296,1,375,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,33,53,279,1,0,158,217,0,0,0,0,0,0
2020-08-30,36,6720,20,0,0,0,1,0,3,7,4,5,4,29,60,160,862,1488,1637,1096,1365,11,9,3415,3305,1,376,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,33,53,280,1,0,159,217,0,0,0,0,0,0
2020-08-31,36,6756,36,0,0,0,2,7,6,10,6,5,4,29,60,162,869,1494,1647,1102,1370,19,17,3434,3322,5,381,0,0,0,0,0,0,0,0,5,0,0,0,0,3,7,33,53,285,3,2,162,219,0,0,0,0,0,0
2020-09-01,36,6791,35,0,0,0,0,7,9,7,7,5,4,29,60,162,876,1503,1654,1109,1375,20,15,3454,3337,3,384,0,0,0,0,0,0,0,2,1,0,0,0,0,3,7,33,55,286,2,1,164,220,0,0,0,0,0,0
2020-09-02,36,6827,36,0,0,0,1,12,6,4,3,8,4,29,60,163,888,1509,1658,1112,1383,19,17,3473,3354,2,386,0,0,0,0,0,1,0,0,1,0,0,0,0,3,8,33,55,287,2,0,166,220,0,0,0,0,0,0
2020-09-03,36,6852,25,0,0,0,0,3,6,6,2,8,4,29,60,163,891,1515,1664,1114,1391,15,10,3488,3364,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,33,55,287,0,0,0,0,0,0,0,0,0,0
2020-09-04,36,6895,43,0,1,1,2,3,5,7,11,13,4,30,61,165,894,1520,1671,1125,1404,25,18,3513,3382,5,391,0,0,0,0,0,0,0,1,4,0,0,0,0,3,8,33,56,291,1,4,167,224,0,0,0,0,0,0
2020-09-05,36,6916,21,0,0,0,2,2,4,4,5,4,4,30,61,167,896,1524,1675,1130,1408,8,13,3521,3395,3,394,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,33,56,294,2,1,169,225,0,0,0,0,0,0
2020-09-06,37,6934,18,0,0,0,0,4,2,3,4,5,4,30,61,167,900,1526,1678,1134,1413,11,7,3532,3402,3,397,0,0,0,0,0,0,1,0,2,0,0,0,0,3,8,34,56,296,2,1,171,226,0,0,0,0,0,0
2020-09-07,37,6951,17,0,0,0,1,2,2,7,4,1,4,30,61,168,902,1528,1685,1138,1414,8,9,3540,3411,2,399,0,0,0,0,0,1,0,0,1,0,0,0,0,3,9,34,56,297,0,2,171,228,0,0,0,0,0,0
2020-09-08,37,7001,50,0,0,1,0,11,10,10,6,12,4,30,62,168,913,1538,1695,1144,1426,32,18,3572,3429,5,404,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,34,56,302,2,3,173,231,0,0,0,0,0,0
2020-09-09,37,7035,34,0,0,0,0,5,9,7,6,7,4,30,62,168,918,1547,1702,1150,1433,16,18,3588,3447,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,34,56,302,0,0,0,0,0,0,0,0,0,0
2020-09-10,37,7059,24,0,0,0,0,5,4,4,5,6,4,30,62,168,923,1551,1706,1155,1439,9,15,3597,3462,2,406,0,0,0,0,1,0,0,0,1,0,0,0,0,4,9,34,56,303,2,0,175,231,0,0,0,0,0,0
2020-09-11,37,7090,31,0,0,0,0,4,10,8,2,7,4,30,62,168,927,1561,1714,1157,1446,16,15,3613,3477,2,408,0,0,1,0,0,1,0,0,0,0,0,1,0,4,10,34,56,303,1,1,176,232,0,0,0,0,0,0
2020-09-12,37,7100,10,0,0,0,0,3,2,1,0,4,4,30,62,168,930,1563,1715,1157,1450,5,5,3618,3482,1,409,0,0,0,0,0,0,0,0,1,0,0,1,0,4,10,34,56,304,1,0,177,232,0,0,0,0,0,0
2020-09-13,38,7116,16,0,0,0,1,4,3,1,4,3,4,30,62,169,934,1566,1716,1161,1453,7,9,3625,3491,1,410,0,0,0,0,0,1,0,0,0,0,0,1,0,4,11,34,56,304,0,1,177,233,0,0,0,0,0,0
2020-09-14,38,7147,31,0,0,0,1,6,6,8,4,5,4,30,62,170,940,1572,1724,1165,1458,16,15,3641,3506,2,412,0,0,0,0,0,0,0,0,2,0,0,1,0,4,11,34,56,306,1,1,178,234,0,0,0,0,0,0
2020-09-15,38,7184,37,1,0,1,1,6,8,12,3,5,5,30,63,171,946,1580,1736,1168,1463,17,20,3658,3526,2,414,0,0,0,0,0,0,0,0,2,0,0,1,0,4,11,34,56,308,1,1,179,235,0,0,0,0,0,0
2020-09-16,38,7212,28,0,0,0,0,3,7,6,3,9,5,30,63,171,949,1587,1742,1171,1472,20,8,3678,3534,1,415,0,0,0,0,0,0,0,0,1,0,0,1,0,4,11,34,56,309,1,0,180,235,0,0,0,0,0,0
2020-09-17,38,7236,24,0,0,0,0,3,9,10,1,1,5,30,63,171,952,1596,1752,1172,1473,15,9,3693,3543,3,418,0,0,0,0,0,0,1,0,2,0,0,1,0,4,11,35,56,311,2,1,182,236,0,0,0,0,0,0
2020-09-18,38,7266,30,0,0,0,1,4,6,8,6,4,5,30,63,172,956,1602,1760,1178,1477,16,14,3709,3557,3,421,0,0,0,0,0,0,1,0,2,0,0,1,0,4,11,36,56,313,0,3,182,239,0,0,0,0,0,0
2020-09-19,38,7281,15,0,0,0,0,2,2,6,1,4,5,30,63,172,958,1604,1766,1179,1481,7,8,3716,3565,2,423,0,0,0,0,0,0,0,0,2,0,0,1,0,4,11,36,56,315,1,1,183,240,0,0,0,0,0,0
2020-09-20,39,7287,6,0,0,0,0,2,2,2,0,0,5,30,63,172,960,1606,1768,1179,1481,5,1,3721,3566,2,425,0,0,0,0,0,0,0,0,2,0,0,1,0,4,11,36,56,317,1,1,184,241,0,0,0,0,0,0
2020-09-21,39,7318,31,0,0,0,1,8,12,3,5,2,5,30,63,173,968,1618,1771,1184,1483,19,12,3740,3578,2,427,0,0,0,0,0,1,0,0,1,0,0,1,0,4,12,36,56,318,2,0,186,241,0,0,0,0,0,0
2020-09-22,39,7349,31,0,1,0,0,6,13,6,3,2,5,31,63,173,974,1631,1777,1187,1485,15,16,3755,3594,2,429,0,0,0,0,0,0,2,0,0,0,0,1,0,4,12,38,56,318,1,1,187,242,0,0,0,0,0,0
2020-09-23,39,7376,27,0,0,1,1,3,6,8,4,4,5,31,64,174,977,1637,1785,1191,1489,14,13,3769,3607,1,430,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,38,56,319,0,1,187,243,0,0,0,0,0,0
2020-09-24,39,7406,30,0,0,0,1,4,14,4,3,4,5,31,64,175,981,1651,1789,1194,1493,17,13,3786,3620,0,430,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,38,56,319,0,0,0,0,0,0,0,0,0,0
2020-09-25,39,7433,27,0,0,1,1,4,8,6,3,4,5,31,65,176,985,1659,1795,1197,1497,16,11,3802,3631,1,431,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,38,56,320,0,1,187,244,0,0,0,0,0,0
2020-09-26,39,7458,25,0,0,0,1,5,7,8,1,3,5,31,65,177,990,1666,1803,1198,1500,13,12,3815,3643,0,431,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,38,56,320,0,0,0,0,0,0,0,0,0,0
2020-09-27,40,7466,8,0,0,0,0,1,0,1,3,3,5,31,65,177,991,1666,1804,1201,1503,4,4,3819,3647,1,432,0,0,0,0,0,0,1,0,0,0,0,1,0,4,12,39,56,320,0,1,187,245,0,0,0,0,0,0
2020-09-28,40,7492,26,0,0,0,1,7,6,5,5,2,5,31,65,178,998,1672,1809,1206,1505,13,13,3832,3660,0,432,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,39,56,320,0,0,0,0,0,0,0,0,0,0
2020-09-29,40,7537,45,0,0,1,3,9,8,14,4,6,5,31,66,181,1007,1680,1823,1210,1511,22,23,3854,3683,2,434,0,0,0,0,0,0,0,0,2,0,0,1,0,4,12,39,56,322,1,1,188,246,0,0,0,0,0,0
2020-09-30,40,7553,16,0,0,0,3,4,5,4,0,0,5,31,66,184,1011,1685,1827,1210,1511,10,6,3864,3689,1,435,0,0,0,0,0,0,1,0,0,0,0,1,0,4,12,40,56,322,0,1,188,247,0,0,0,0,0,0
2020-10-01,40,7599,46,0,0,0,4,2,9,14,12,5,5,31,66,188,1013,1694,1841,1222,1516,22,24,3886,3713,1,436,0,0,0,0,0,0,0,1,0,0,0,1,0,4,12,40,57,322,1,0,189,247,0,0,0,0,0,0
2020-10-02,40,7655,56,0,0,0,0,5,16,22,8,5,5,31,66,188,1018,1710,1863,1230,1521,27,29,3913,3742,1,437,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,40,57,323,1,0,190,247,0,0,0,0,0,0
2020-10-03,40,7665,10,0,0,0,0,2,1,5,1,1,5,31,66,188,1020,1711,1868,1231,1522,9,1,3922,3743,1,438,0,0,0,0,0,0,0,1,0,0,0,1,0,4,12,40,58,323,0,1,190,248,0,0,0,0,0,0
