datas,semana,casospositivos_acumulados,casospositivos,casosate1,casos1a4,casos5a9,casos10a19,casos20a29,casos30a39,casos40a49,casos50a59,casosacima60,casosate1_acumulados,casos1a4_acumulados,casos5a9_acumulados,casos10a19_acumulados,casos20a29_acumulados,casos30a39_acumulados,casos40a49_acumulados,casos50a59_acumulados,casosacima60_acumulados,casosmulheres,casoshomens,casosmulheres_acumulado,casoshomens_acumulado,obitosconfirmados,obitosconfirmados_acumulados,obitosate1,obitos1a4,obitos5a9,obitos10a19,obitos20a29,obitos30a39,obitos40a49,obitos50a59,obitosacima60,obitosate1_acumulados,obitos1a4_acumulados,obitos5a9_acumulados,obitos10a19_acumulados,obitos20a29_acumulados,obitos30a39_acumulados,obitos40a49_acumulados,obitos50a59_acumulados,obitosacima60_acumulados,obitosmulheres,obitoshomens,obitosmulheres_acumulado,obitoshomens_acumulado,vacinasrecebidas,vacina_1dose,vacina_2dose,vacinasrecebidas_acumulada,vacina_1dose_acumulada,vacina_2dose_acumulada
2020-10-04,41,7677,12,0,0,0,1,3,2,2,2,2,5,31,66,189,1023,1713,1870,1233,1524,4,8,3926,3751,1,439,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,40,58,324,1,0,191,248,0,0,0,0,0,0
2020-10-05,41,7708,31,0,0,0,1,5,6,9,5,5,5,31,66,190,1028,1719,1879,1238,1529,15,16,3941,3767,1,440,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,40,58,325,1,0,192,248,0,0,0,0,0,0
2020-10-06,41,7745,37,0,0,0,1,6,12,7,7,4,5,31,66,191,1034,1731,1886,1245,1533,22,15,3963,3782,0,440,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,40,58,325,0,0,0,0,0,0,0,0,0,0
2020-10-07,41,7781,36,0,0,0,0,4,8,12,7,5,5,31,66,191,1038,1739,1898,1252,1538,24,12,3987,3794,1,441,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,40,58,326,0,1,192,249,0,0,0,0,0,0
2020-10-08,41,7807,26,0,0,0,3,2,12,5,3,1,5,31,66,194,1040,1751,1903,1255,1539,16,10,4003,3804,1,442,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,40,58,327,0,1,192,250,0,0,0,0,0,0
2020-10-09,41,7834,27,0,0,0,1,2,7,4,6,5,5,31,66,195,1042,1758,1907,1261,1544,17,10,4020,3814,0,442,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,40,58,327,0,0,0,0,0,0,0,0,0,0
2020-10-10,41,7852,18,0,0,0,0,0,2,6,6,4,5,31,66,195,1042,1760,1913,1267,1548,13,5,4033,3819,0,442,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,40,58,327,0,0,0,0,0,0,0,0,0,0
2020-10-11,42,7859,7,0,0,0,1,2,0,1,2,1,5,31,66,196,1044,1760,1914,1269,1549,5,2,4038,3821,1,443,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,40,58,328,0,1,192,251,0,0,0,0,0,0
2020-10-12,42,7874,15,0,0,0,0,5,2,3,2,3,5,31,66,196,1049,1762,1917,1271,1552,6,9,4044,3830,1,444,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,40,58,329,0,1,192,252,0,0,0,0,0,0
2020-10-13,42,7901,27,0,0,0,2,5,6,5,4,5,5,31,66,198,1054,1768,1922,1275,1557,13,14,4057,3844,0,444,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,40,58,329,0,0,0,0,0,0,0,0,0,0
2020-10-14,42,7941,40,0,0,0,1,5,4,7,14,9,5,31,66,199,1059,1772,1929,1289,1566,22,18,4079,3862,1,445,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,40,58,330,1,0,193,252,0,0,0,0,0,0
2020-10-15,42,7973,32,0,0,0,3,7,7,5,3,7,5,31,66,202,1066,1779,1934,1292,1573,17,15,4096,3877,0,445,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,40,58,330,0,0,0,0,0,0,0,0,0,0
2020-10-16,42,8002,29,0,0,0,0,7,9,5,4,4,5,31,66,202,1073,1788,1939,1296,1577,14,15,4110,3892,1,446,0,0,0,0,0,0,0,0,1,0,0,1,0,4,12,40,58,331,1,0,194,252,0,0,0,0,0,0
2020-10-17,42,8015,13,0,0,0,0,4,1,3,4,1,5,31,66,202,1077,1789,1942,1300,1578,7,6,4117,3898,3,449,0,0,0,0,0,0,0,0,3,0,0,1,0,4,12,40,58,334,2,1,196,253,0,0,0,0,0,0
2020-10-18,43,8025,10,0,0,0,0,3,3,1,1,2,5,31,66,202,1080,1792,1943,1301,1580,5,5,4122,3903,0,449,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,40,58,334,0,0,0,0,0,0,0,0,0,0
2020-10-19,43,8073,48,0,1,0,0,13,15,11,6,2,5,32,66,202,1093,1807,1954,1307,1582,31,17,4153,3920,1,450,0,0,0,0,0,1,0,0,0,0,0,1,0,4,13,40,58,334,0,1,196,254,0,0,0,0,0,0
2020-10-20,43,8118,45,0,0,0,1,5,10,12,11,6,5,32,66,203,1098,1817,1966,1318,1588,16,29,4169,3949,0,450,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,40,58,334,0,0,0,0,0,0,0,0,0,0
2020-10-21,43,8159,41,0,0,0,1,12,11,6,5,6,5,32,66,204,1110,1828,1972,1323,1594,26,15,4195,3964,0,450,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,40,58,334,0,0,0,0,0,0,0,0,0,0
2020-10-22,43,8209,50,0,0,0,3,11,16,8,11,1,5,32,66,207,1121,1844,1980,1334,1595,30,20,4225,3984,1,451,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,40,58,335,1,0,197,254,0,0,0,0,0,0
2020-10-23,43,8262,53,0,0,0,5,8,19,9,6,6,5,32,66,212,1129,1863,1989,1340,1601,25,28,4250,4012,1,452,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,40,58,336,0,1,197,255,0,0,0,0,0,0
2020-10-24,43,8278,16,0,0,0,0,4,6,4,2,0,5,32,66,212,1133,1869,1993,1342,1601,10,6,4260,4018,1,453,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,40,58,337,0,1,197,256,0,0,0,0,0,0
2020-10-25,44,8286,8,0,0,0,0,1,1,2,0,4,5,32,66,212,1134,1870,1995,1342,1605,5,3,4265,4021,2,455,0,0,0,0,0,0,0,0,2,0,0,1,0,4,13,40,58,339,1,1,198,257,0,0,0,0,0,0
2020-10-26,44,8339,53,0,0,0,3,12,6,11,11,10,5,32,66,215,1146,1876,2006,1353,1615,28,25,4293,4046,0,455,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,40,58,339,0,0,0,0,0,0,0,0,0,0
2020-10-27,44,8410,71,0,0,1,2,13,18,11,9,17,5,32,67,217,1159,1894,2017,1362,1632,45,26,4338,4072,1,456,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13,41,58,339,0,1,198,258,0,0,0,0,0,0
2020-10-28,44,8453,43,0,0,0,3,3,7,10,12,8,5,32,67,220,1162,1901,2027,1374,1640,24,19,4362,4091,1,457,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,41,58,340,0,1,198,259,0,0,0,0,0,0
2020-10-29,44,8493,40,0,0,0,3,10,12,3,7,5,5,32,67,223,1172,1913,2030,1381,1645,15,25,4377,4116,1,458,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,41,58,341,1,0,199,259,0,0,0,0,0,0
2020-10-30,44,8529,36,0,0,1,0,4,7,7,7,10,5,32,68,223,1176,1920,2037,1388,1655,19,17,4396,4133,2,460,0,0,0,0,0,0,0,1,1,0,0,1,0,4,13,41,59,342,1,1,200,260,0,0,0,0,0,0
2020-10-31,44,8552,23,0,1,0,0,1,2,6,8,5,5,33,68,223,1177,1922,2043,1396,1660,17,6,4413,4139,3,463,0,0,0,0,0,0,0,0,3,0,0,1,0,4,13,41,59,345,3,0,203,260,0,0,0,0,0,0
2020-11-01,45,8573,21,0,0,0,2,3,5,6,3,2,5,33,68,225,1180,1927,2049,1399,1662,14,7,4427,4146,0,463,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,41,59,345,0,0,0,0,0,0,0,0,0,0
2020-11-02,45,8594,21,0,0,0,1,1,5,5,7,2,5,33,68,226,1181,1932,2054,1406,1664,9,12,4436,4158,0,463,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,41,59,345,0,0,0,0,0,0,0,0,0,0
2020-11-03,45,8688,94,0,0,0,2,11,27,25,16,13,5,33,68,228,1192,1959,2079,1422,1677,55,39,4491,4197,1,464,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,41,59,346,0,1,203,261,0,0,0,0,0,0
2020-11-04,45,8730,42,0,0,0,1,4,10,12,6,9,5,33,68,229,1196,1969,2091,1428,1686,20,22,4511,4219,2,466,0,0,0,0,0,0,0,0,2,0,0,1,0,4,13,41,59,348,0,2,203,263,0,0,0,0,0,0
2020-11-05,45,8823,93,0,0,0,1,13,24,19,17,19,5,33,68,230,1209,1993,2110,1445,1705,50,43,4561,4262,2,468,0,0,0,0,0,0,0,0,2,0,0,1,0,4,13,41,59,350,1,1,204,264,0,0,0,0,0,0
2020-11-06,45,8880,57,0,0,0,1,10,18,11,8,9,5,33,68,231,1219,2011,2121,1453,1714,25,32,4586,4294,1,469,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,41,59,351,0,1,204,265,0,0,0,0,0,0
2020-11-07,45,8914,34,0,0,0,1,3,13,8,5,4,5,33,68,232,1222,2024,2129,1458,1718,17,17,4603,4311,1,470,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,41,59,352,0,1,204,266,0,0,0,0,0,0
2020-11-08,46,8930,16,7,0,0,1,1,2,3,1,0,12,33,68,233,1223,2026,2132,1459,1718,6,10,4609,4321,3,473,0,0,0,0,0,0,0,0,3,0,0,1,0,4,13,41,59,355,1,2,205,268,0,0,0,0,0,0
2020-11-09,46,9004,74,3,0,0,2,13,14,21,14,7,15,33,68,235,1236,2040,2153,1473,1725,46,28,4655,4349,0,473,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,41,59,355,0,0,0,0,0,0,0,0,0,0
2020-11-10,46,9039,35,0,0,0,0,12,3,9,7,4,15,33,68,235,1248,2043,2162,1480,1729,19,16,4674,4365,0,473,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,41,59,355,0,0,0,0,0,0,0,0,0,0
2020-11-11,46,9102,63,0,0,0,4,13,15,13,7,11,15,33,68,239,1261,2058,2175,1487,1740,36,27,4710,4392,0,473,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,41,59,355,0,0,0,0,0,0,0,0,0,0
2020-11-12,46,9183,81,0,1,1,0,13,18,17,12,19,15,34,69,239,1274,2076,2192,1499,1759,43,38,4753,4430,2,475,0,0,0,0,0,0,1,0,1,0,0,1,0,4,13,42,59,356,0,2,205,270,0,0,0,0,0,0
2020-11-13,46,9253,70,21,0,1,2,9,13,7,9,8,36,34,70,241,1283,2089,2199,1508,1767,38,32,4791,4462,4,479,0,0,0,0,0,0,0,0,4,0,0,1,0,4,13,42,59,360,1,3,206,273,0,0,0,0,0,0
2020-11-14,46,9269,16,9,0,0,0,1,1,2,1,2,45,34,70,241,1284,2090,2201,1509,1769,10,6,4801,4468,0,479,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,42,59,360,0,0,0,0,0,0,0,0,0,0
2020-11-15,47,9293,24,16,0,0,0,0,1,0,3,4,61,34,70,241,1284,2091,2201,1512,1773,10,14,4811,4482,2,481,0,0,0,0,0,0,1,0,1,0,0,1,0,4,13,43,59,361,1,1,207,274,0,0,0,0,0,0
2020-11-16,47,9390,97,0,0,0,0,20,20,23,20,14,61,34,70,241,1304,2111,2224,1532,1787,52,45,4863,4527,2,483,0,0,0,0,0,0,0,2,0,0,0,1,0,4,13,43,61,361,2,0,209,274,0,0,0,0,0,0
2020-11-17,47,9461,71,0,1,0,4,12,12,20,10,12,61,35,70,245,1316,2123,2244,1542,1799,37,34,4900,4561,2,485,0,0,0,0,0,0,0,0,2,0,0,1,0,4,13,43,61,363,2,0,211,274,0,0,0,0,0,0
2020-11-18,47,9563,102,0,0,0,3,16,23,27,19,13,61,35,70,248,1332,2146,2271,1561,1812,54,48,4954,4609,1,486,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,43,61,364,1,0,212,274,0,0,0,0,0,0
2020-11-19,47,9618,55,0,0,0,1,11,13,9,9,11,61,35,70,249,1343,2159,2280,1570,1823,39,16,4993,4625,5,491,0,0,0,0,0,0,1,0,4,0,0,1,0,4,13,44,61,368,3,2,215,276,0,0,0,0,0,0
2020-11-20,47,9637,19,0,0,0,0,1,1,9,5,3,61,35,70,249,1344,2160,2289,1575,1826,11,8,5004,4633,1,492,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13,45,61,368,1,0,216,276,0,0,0,0,0,0
2020-11-21,47,9660,23,0,0,1,0,1,4,4,5,7,61,35,71,249,1345,2164,2293,1580,1833,10,13,5014,4646,0,492,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,45,61,368,0,0,0,0,0,0,0,0,0,0
2020-11-22,48,9681,21,0,0,0,3,4,2,4,7,1,61,35,71,252,1349,2166,2297,1587,1834,11,10,5025,4656,0,492,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,45,61,368,0,0,0,0,0,0,0,0,0,0
2020-11-23,48,9732,51,0,1,1,2,10,9,10,10,8,61,36,72,254,1359,2175,2307,1597,1842,25,26,5050,4682,1,493,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,45,61,369,1,0,217,276,0,0,0,0,0,0
2020-11-24,48,9804,72,0,0,0,1,7,29,13,12,10,61,36,72,255,1366,2204,2320,1609,1852,39,33,5089,4715,1,494,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,45,61,370,1,0,218,276,0,0,0,0,0,0
2020-11-25,48,9868,64,0,1,0,1,9,10,16,12,15,61,37,72,256,1375,2214,2336,1621,1867,33,31,5122,4746,1,495,0,0,0,0,0,0,0,1,0,0,0,1,0,4,13,45,62,370,1,0,219,276,0,0,0,0,0,0
2020-11-26,48,9910,42,0,0,0,0,5,11,11,7,8,61,37,72,256,1380,2225,2347,1628,1875,28,14,5150,4760,1,496,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,45,62,371,0,1,219,277,0,0,0,0,0,0
2020-11-27,48,9953,43,0,0,0,3,8,9,12,2,9,61,37,72,259,1388,2234,2359,1630,1884,22,21,5172,4781,1,497,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,45,62,372,0,1,219,278,0,0,0,0,0,0
2020-11-28,48,9982,29,0,0,0,0,7,2,7,5,8,61,37,72,259,1395,2236,2366,1635,1892,17,12,5189,4793,2,499,0,0,0,0,0,0,0,0,2,0,0,1,0,4,13,45,62,374,1,1,220,279,0,0,0,0,0,0
2020-11-29,49,10017,35,0,0,1,0,7,11,8,2,6,61,37,73,259,1402,2247,2374,1637,1898,27,8,5216,4801,1,500,0,0,0,0,0,0,0,1,0,0,0,1,0,4,13,45,63,374,0,1,220,280,0,0,0,0,0,0
2020-11-30,49,10079,62,0,0,0,3,7,12,20,11,8,61,37,73,262,1409,2259,2394,1648,1906,41,21,5257,4822,3,503,0,0,0,0,0,0,0,0,3,0,0,1,0,4,13,45,63,377,1,2,221,282,0,0,0,0,0,0
2020-12-01,49,10114,35,0,0,0,1,5,13,8,0,8,61,37,73,263,1414,2272,2402,1648,1914,11,24,5268,4846,5,508,0,0,0,0,0,0,0,1,4,0,0,1,0,4,13,45,64,381,1,4,222,286,0,0,0,0,0,0
2020-12-02,49,10147,33,0,0,0,0,2,3,13,5,10,61,37,73,263,1416,2275,2415,1653,1924,15,18,5283,4864,0,508,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,45,64,381,0,0,0,0,0,0,0,0,0,0
2020-12-03,49,10181,34,0,0,0,2,3,6,9,8,6,61,37,73,265,1419,2281,2424,1661,1930,18,16,5301,4880,2,510,0,0,0,0,0,0,0,0,2,0,0,1,0,4,13,45,64,383,1,1,223,287,0,0,0,0,0,0
2020-12-04,49,10226,45,3,0,0,1,4,8,9,7,13,64,37,73,266,1423,2289,2433,1668,1943,25,20,5326,4900,3,513,0,0,0,0,0,0,0,1,2,0,0,1,0,4,13,45,65,385,2,1,225,288,0,0,0,0,0,0
2020-12-05,49,10239,13,1,0,0,0,2,1,3,2,4,65,37,73,266,1425,2290,2436,1670,1947,5,8,5331,4908,2,515,0,0,0,0,0,0,0,1,1,0,0,1,0,4,13,45,66,386,2,0,227,288,0,0,0,0,0,0
2020-12-06,50,10251,12,0,0,0,1,1,2,2,5,1,65,37,73,267,1426,2292,2438,1675,1948,4,8,5335,4916,8,523,0,0,0,0,0,0,1,1,6,0,0,1,0,4,13,46,67,392,2,6,229,294,0,0,0,0,0,0
2020-12-07,50,10280,29,0,0,2,1,2,7,2,12,3,65,37,75,268,1428,2299,2440,1687,1951,14,15,5349,4931,4,527,0,0,0,0,0,0,0,0,4,0,0,1,0,4,13,46,67,396,4,0,233,294,0,0,0,0,0,0
2020-12-08,50,10350,70,0,0,1,2,12,14,13,11,16,65,37,76,270,1440,2313,2453,1698,1967,37,33,5386,4964,1,528,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,46,67,397,0,1,233,295,0,0,0,0,0,0
2020-12-09,50,10379,29,1,0,0,1,5,5,7,4,6,66,37,76,271,1445,2318,2460,1702,1973,18,11,5404,4975,2,530,0,0,0,0,0,0,0,1,1,0,0,1,0,4,13,46,68,398,0,2,233,297,0,0,0,0,0,0
2020-12-10,50,10412,33,0,0,0,0,3,10,7,3,10,66,37,76,271,1448,2328,2467,1705,1983,16,17,5420,4992,2,532,0,0,0,0,0,0,0,0,2,0,0,1,0,4,13,46,68,400,0,2,233,299,0,0,0,0,0,0
2020-12-11,50,10438,26,0,0,0,0,4,9,4,6,3,66,37,76,271,1452,2337,2471,1711,1986,14,12,5434,5004,1,533,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,46,68,401,0,1,233,300,0,0,0,0,0,0
2020-12-12,50,10442,4,0,0,0,0,0,1,1,0,2,66,37,76,271,1452,2338,2472,1711,1988,2,2,5436,5006,1,534,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,46,68,402,0,1,233,301,0,0,0,0,0,0
2020-12-13,51,10445,3,0,0,0,0,0,1,1,0,1,66,37,76,271,1452,2339,2473,1711,1989,1,2,5437,5008,1,535,0,0,0,0,0,0,0,0,1,0,0,1,0,4,13,46,68,403,0,1,233,302,0,0,0,0,0,0
2020-12-14,51,10460,15,0,0,0,1,3,2,3,3,3,66,37,76,272,1455,2341,2476,1714,1992,9,6,5446,5014,0,535,0,0,0,0,0,0,0,0,0,0,0,1,0,4,13,46,68,403,0,0,0,0,0,0,0,0,0,0
2020-12-15,51,10498,38,0,0,0,2,7,9,5,7,8,66,37,76,274,1462,2350,2481,1721,2000,26,12,5472,5026,1,536,0,0,0,0,0,0,0,1,0,0,0,1,0,4,13,46,69,403,0,1,233,303,0,0,0,0,0,0
2020-12-16,51,10516,18,0,0,0,1,3,1,3,5,5,66,37,76,275,1465,2351,2484,1726,2005,8,10,5480,5036,1,537,0,0,0,0,0,1,0,0,0,0,0,1,0,4,14,46,69,403,0,1,233,304,0,0,0,0,0,0
2020-12-17,51,10579,63,0,1,0,3,11,12,17,11,8,66,38,76,278,1476,2363,2501,1737,2013,37,26,5517,5062,2,539,0,0,0,0,0,0,0,0,2,0,0,1,0,4,14,46,69,405,1,1,234,305,0,0,0,0,0,0
2020-12-18,51,10596,17,0,0,0,1,6,3,3,1,3,66,38,76,279,1482,2366,2504,1738,2016,9,8,5526,5070,1,540,0,0,0,0,0,0,0,0,1,0,0,1,0,4,14,46,69,406,0,1,234,306,0,0,0,0,0,0
2020-12-19,51,10606,10,0,0,0,0,0,2,3,2,3,66,38,76,279,1482,2368,2507,1740,2019,5,5,5531,5075,1,541,0,0,0,0,0,0,0,0,1,0,0,1,0,4,14,46,69,407,0,1,234,307,0,0,0,0,0,0
2020-12-20,52,10612,6,0,0,0,0,0,1,2,1,2,66,38,76,279,1482,2369,2509,1741,2021,4,2,5535,5077,3,544,0,0,0,0,0,0,0,1,2,0,0,1,0,4,14,46,70,409,2,1,236,308,0,0,0,0,0,0
2020-12-21,52,10644,32,1,0,0,0,3,6,9,6,7,67,38,76,279,1485,2375,2518,1747,2028,18,14,5553,5091,3,547,0,0,0,0,0,1,0,0,2,0,0,1,0,4,15,46,70,411,2,1,238,309,0,0,0,0,0,0
2020-12-22,52,10669,25,0,0,1,2,1,7,3,4,7,67,38,77,281,1486,2382,2521,1751,2035,13,12,5566,5103,2,549,0,0,0,0,0,0,0,0,2,0,0,1,0,4,15,46,70,413,1,1,239,310,0,0,0,0,0,0
2020-12-23,52,10706,37,1,1,0,1,7,8,10,4,5,68,39,77,282,1493,2390,2531,1755,2040,18,19,5584,5122,0,549,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,46,70,413,0,0,0,0,0,0,0,0,0,0
2020-12-24,52,10714,8,1,0,0,0,1,1,1,2,2,69,39,77,282,1494,2391,2532,1757,2042,5,3,5589,5125,2,551,0,0,0,0,0,0,0,0,2,0,0,1,0,4,15,46,70,415,2,0,241,310,0,0,0,0,0,0
2020-12-25,52,10720,6,0,0,0,0,0,1,1,3,1,69,39,77,282,1494,2392,2533,1760,2043,1,5,5590,5130,0,551,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,46,70,415,0,0,0,0,0,0,0,0,0,0
2020-12-26,52,10730,10,1,0,0,1,4,0,2,1,1,70,39,77,283,1498,2392,2535,1761,2044,7,3,5597,5133,0,551,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,46,70,415,0,0,0,0,0,0,0,0,0,0
2020-12-27,53,10750,20,0,0,0,0,5,1,5,5,4,70,39,77,283,1503,2393,2540,1766,2048,12,8,5609,5141,1,552,0,0,0,0,0,0,0,0,1,0,0,1,0,4,15,46,70,416,1,0,242,310,0,0,0,0,0,0
2020-12-28,53,10800,50,0,0,0,0,13,5,19,5,8,70,39,77,283,1516,2398,2559,1771,2056,24,26,5633,5167,2,554,0,0,0,0,0,0,0,0,2,0,0,1,0,4,15,46,70,418,2,0,244,310,0,0,0,0,0,0
2020-12-29,53,10847,47,0,1,0,2,5,11,13,5,10,70,40,77,285,1521,2409,2572,1776,2066,30,17,5663,5184,0,554,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,46,70,418,0,0,0,0,0,0,0,0,0,0
2020-12-30,53,10919,72,1,0,1,4,10,17,17,9,13,71,40,78,289,1531,2426,2589,1785,2079,36,36,5699,5220,1,555,0,0,0,0,0,0,0,0,1,0,0,1,0,4,15,46,70,419,1,0,245,310,0,0,0,0,0,0
2020-12-31,53,10942,23,0,0,0,0,8,5,5,3,2,71,40,78,289,1539,2431,2594,1788,2081,11,12,5710,5232,0,555,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,46,70,419,0,0,0,0,0,0,0,0,0,0
2021-01-01,53,10952,10,0,0,0,0,3,0,4,1,2,71,40,78,289,1542,2431,2598,1789,2083,5,5,5715,5237,2,557,0,0,0,0,0,0,0,1,1,0,0,1,0,4,15,46,71,420,0,2,245,312,0,0,0,0,0,0
2021-01-02,53,10975,23,0,0,0,1,3,6,5,3,5,71,40,78,290,1545,2437,2603,1792,2088,13,10,5728,5247,4,561,0,0,0,0,0,0,0,0,4,0,0,1,0,4,15,46,71,424,3,1,248,313,0,0,0,0,0,0
2021-01-03,1,10994,19,0,0,0,2,4,4,4,4,1,71,40,78,292,1549,2441,2607,1796,2089,9,10,5737,5257,0,561,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,46,71,424,0,0,0,0,0,0,0,0,0,0
2021-01-04,1,11068,74,0,0,0,2,14,25,9,9,15,71,40,78,294,1563,2466,2616,1805,2104,36,38,5773,5295,1,562,0,0,0,0,0,0,0,0,1,0,0,1,0,4,15,46,71,425,1,0,249,313,0,0,0,0,0,0
2021-01-05,1,11133,65,0,0,1,0,11,9,17,10,15,71,40,79,294,1574,2475,2633,1815,2119,40,25,5813,5320,2,564,0,0,0,0,0,0,0,0,2,0,0,1,0,4,15,46,71,427,2,0,251,313,0,0,0,0,0,0
2021-01-06,1,11204,71,0,0,1,3,11,15,11,15,15,71,40,80,297,1585,2490,2644,1830,2134,36,35,5849,5355,1,565,0,0,0,0,0,0,0,0,1,0,0,1,0,4,15,46,71,428,1,0,252,313,0,0,0,0,0,0
2021-01-07,1,11236,32,0,1,0,1,5,10,6,2,7,71,41,80,298,1590,2500,2650,1832,2141,20,12,5869,5367,1,566,0,0,0,0,0,0,0,0,1,0,0,1,0,4,15,46,71,429,0,1,252,314,0,0,0,0,0,0
2021-01-08,1,11276,40,0,0,0,0,11,7,11,3,8,71,41,80,298,1601,2507,2661,1835,2149,23,17,5892,5384,1,567,0,0,0,0,0,0,0,0,1,0,0,1,0,4,15,46,71,430,1,0,253,314,0,0,0,0,0,0
2021-01-09,1,11295,19,0,0,1,0,1,5,2,6,4,71,41,81,298,1602,2512,2663,1841,2153,14,5,5906,5389,1,568,0,0,0,0,0,0,0,0,1,0,0,1,0,4,15,46,71,431,0,1,253,315,0,0,0,0,0,0
2021-01-10,2,11307,12,0,0,0,1,1,2,4,1,3,71,41,81,299,1603,2514,2667,1842,2156,4,8,5910,5397,5,573,0,0,0,0,0,0,1,1,3,0,0,1,0,4,15,47,72,434,2,3,255,318,0,0,0,0,0,0
2021-01-11,2,11347,40,0,0,0,5,10,5,7,5,8,71,41,81,304,1613,2519,2674,1847,2164,19,21,5929,5418,0,573,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,47,72,434,0,0,0,0,0,0,0,0,0,0
